,fo_r,fm_r,tau,bias,rmse,fo_err,fm_err,tau_err,nfl,niters,flag,success,datetime
29,0.20585487047199436,0.23291755338968884,324.63973499671835,0.04824216707182881,0.006122882747953889,0.0010885142955160444,0.005659051713826043,128.5652414873669,40,15,1,True,2016-07-06 18:11:48
30,0.17958036652751755,0.19857125295912068,795.7208943560714,0.05496891723598947,0.0043845444612155265,0.0009357910236594957,0.0032860847866654943,257.3893102031628,40,9,1,True,2016-07-06 18:12:00
31,0.16951974071448192,0.17909557452991895,520.0103396978162,0.058725005714577276,0.0041696304429843295,0.0007955117408990735,0.0035042896386391726,347.85189237881883,40,8,1,True,2016-07-06 18:12:12
32,0.19933533287259542,0.21856591280056625,297.3680125455214,0.049932291341290895,0.005725228763178157,0.0010074570086380105,0.005368791062469261,159.13928246852674,40,24,1,True,2016-07-06 18:12:24
33,0.18150683724244912,0.1999895427600283,254.71188114795717,0.05485102468475662,0.004820725056932445,0.0008355760938208492,0.004604938758722774,125.02914925506762,40,13,2,True,2016-07-06 18:12:36
34,0.1672799405764013,0.18000272105734988,178.35895165113283,0.059623054097440786,0.003476535726615613,0.000586674882970175,0.003421550599278734,103.68900905285125,40,18,1,True,2016-07-06 18:12:48
35,0.1947304701350669,0.21129861003110892,913.1531050846246,0.05077722617713146,0.006100738425425335,0.0013740572824726678,0.004392928697918093,461.7909731418965,40,12,2,True,2016-07-06 18:13:01
36,0.18091524214328605,0.19901238504110028,325.0152383694979,0.05496580717449911,0.004080396863630039,0.0007241875568699869,0.0037715715405185406,128.2139964500298,40,23,2,True,2016-07-06 18:13:13
37,0.16789741108185732,0.17895541122806063,461.5045202693742,0.05927031421540745,0.0038215710842394975,0.0007128284458336741,0.003300438974298443,252.71271303662263,40,14,2,True,2016-07-06 18:13:25
38,0.19956037978069444,0.2135432080597369,584.54009429184,0.049809702300142186,0.0059266381474222755,0.0011606472156681664,0.004843987867225529,370.57994854569625,40,17,2,True,2016-07-06 18:13:37
39,0.1815000501525711,0.20387811410994403,352.247385190369,0.054703036860133794,0.0049865670334952586,0.0008942776303209856,0.004545119901253151,134.12347911053226,40,11,2,True,2016-07-06 18:13:49
40,0.16843323589350623,0.18050544910599545,230.69070579549896,0.059190382559198396,0.0033001014177623062,0.0005666855190133819,0.0031851659176736257,122.49325750724365,40,12,1,True,2016-07-06 18:14:01
41,0.1738637109459705,0.19043506454896547,349.78790714335815,0.05721242320181858,0.005014217054455317,0.0008984850698439228,0.004578742162227614,181.3153905016239,40,12,1,True,2016-07-06 18:27:14
42,0.1619596215511919,0.1707429092743162,677.7353310235889,0.06139551262543226,0.0036504699610988077,0.000741224937378721,0.0028632954922591346,406.59319423350627,40,12,1,True,2016-07-06 18:27:26
43,0.19392664513607433,0.21759724620740423,429.0911468560588,0.05113970114846231,0.005806997503976403,0.0010714149777709347,0.005095976584460484,170.3913058855589,40,9,1,True,2016-07-06 18:27:38
44,0.1757752239227879,0.19072742543798077,314.2214180740594,0.056631384200923916,0.00401276826007324,0.0007095832236512877,0.003728031616360224,148.96074361228722,40,16,1,True,2016-07-06 18:27:50
45,0.16356647119281964,0.16793407978358862,482.6845431888372,0.06102802896713932,0.0035727165662845914,0.0006716499176943156,0.003055142657880378,618.1818270489294,40,24,2,True,2016-07-06 18:28:02
46,0.19141023888005404,0.20901104381240182,301.97825646725823,0.051998227620318284,0.0047976313123051385,0.0008448010524311562,0.004483418178208933,147.43504878652502,40,12,1,True,2016-07-06 18:28:15
47,0.17174174024544703,0.18212263135184217,420.99234328298394,0.057992506840496456,0.004016661621606051,0.0007381399871017623,0.003538500229295045,264.78503258613534,40,8,1,True,2016-07-06 18:28:27
48,0.1603149271682911,0.17010480915541087,948.813169214388,0.06183196406573309,0.003512089247650953,0.0008029770986197773,0.0024984669060021327,465.05240937112114,40,8,1,True,2016-07-06 18:28:39
49,0.18739456516611333,0.20636278130287172,1103.842905042354,0.052490010679969404,0.004995090182179119,0.001232508537368986,0.0034044703489953397,393.6868510653215,40,9,1,True,2016-07-06 18:28:51
50,0.1736877871986684,0.18379750500388187,569.2074582095204,0.05729238511453566,0.004770931559565657,0.0009280392159068994,0.0039246808618199885,403.7156261190614,40,14,2,True,2016-07-06 18:29:03
51,0.16252655748633688,0.18030731397426333,245.56846724738912,0.06122239496657674,0.003377982110800032,0.0005830150797738078,0.0032397532830363116,88.81461716549512,40,11,1,True,2016-07-06 18:29:15
52,0.1881457123806699,0.2084857600120385,416.94880896498375,0.052780912990160064,0.0060042647017359225,0.0011034255766678956,0.005304186150330267,200.83066081681164,40,35,2,True,2016-07-06 18:29:28
53,0.17296349895951663,0.1866930421425563,709.4460918179,0.05729981458863258,0.003327921734931129,0.0006844037636437041,0.0025766720392665214,245.8831710737083,40,8,1,True,2016-07-06 18:29:40
54,0.162133044004951,0.16906032356174588,493.89820506097794,0.06147580308506606,0.0034158082730965625,0.0006448652510256641,0.0029057240832539816,379.07529860465326,40,11,1,True,2016-07-06 18:29:52
55,0.19117015521625913,0.21530709038795853,343.1082512120459,0.05192148437120788,0.004403611669360898,0.0007869922207329477,0.004032062525460318,107.73331162214242,40,15,2,True,2016-07-06 18:30:04
56,0.17573084816850512,0.18381231374141863,649.1900284337966,0.05664632282717497,0.0038695620910106686,0.0007765755244857381,0.003072500195319592,452.9933912852507,40,11,1,True,2016-07-06 18:30:16
57,0.1626764412987805,0.173057831382856,793.2225600783283,0.06099806992773878,0.0038178984460647816,0.0008139746491917228,0.0028633363394255863,408.5362236284174,40,12,2,True,2016-07-06 18:30:28
58,0.19446045740737938,0.207464473075526,711.417670027565,0.051064197945595774,0.00545897976725703,0.0011252945067139774,0.0042244931011112445,427.46036415345617,40,14,2,True,2016-07-06 18:30:41
59,0.17852435140001852,0.1979412330650605,262.4307465222097,0.05573775909400429,0.004498903765070055,0.0007816355893920111,0.004282151709373162,113.40813384455545,40,12,1,True,2016-07-06 18:30:53
60,0.1688920527067108,0.17975785619682727,404.0565781256062,0.05894500090141302,0.002976420498461525,0.0005433153656603302,0.0026437609590088994,181.79612807139625,40,9,1,True,2016-07-06 18:31:05
61,0.1990971053297032,0.21584028391604357,199.29171174147223,0.05008817914546056,0.005560297928414339,0.0009462063816479782,0.005433979614057831,135.19603914419687,40,32,2,True,2016-07-06 18:31:17
62,0.1805137500272825,0.19694405162777004,402.1389280138574,0.05505715696899559,0.0038880696750353237,0.0007096207756030321,0.0034600764408185126,156.5140414272495,40,11,1,True,2016-07-06 18:31:29
63,0.17130088110283961,0.18765612958252575,294.32036889269625,0.05808947100835717,0.003709880134298705,0.0006513729982114039,0.0034786105329582795,120.16708094475062,40,9,2,True,2016-07-06 18:31:41
64,0.1987039907599689,0.2142288145082406,495.4134774405422,0.05003639977012945,0.005966781463406171,0.001129201046495624,0.005072136881438156,296.49823031079274,40,8,1,True,2016-07-06 18:31:54
65,0.1815633922856037,0.19534689965198604,882.7475215376076,0.05451858960530125,0.004255773204637912,0.0009444399923936945,0.003094814053285429,375.6594012102158,40,8,2,True,2016-07-06 18:32:06
66,0.1705287072268188,0.18697188583349256,150.2608376445249,0.058455026378291336,0.0029838591166276396,0.0004988993819209246,0.0029589345029641377,62.14264958452106,40,15,2,True,2016-07-06 18:32:18
67,0.19949904456203454,0.2212294531112855,499.38054680887734,0.049725457771158874,0.007109251730931174,0.0013490053151221306,0.006035470891378114,254.15404753724096,40,19,2,True,2016-07-06 18:32:30
68,0.18644075561271434,0.20075852587750792,599.7583799345728,0.053244986730830265,0.004203232071623125,0.0008272831380781905,0.00340897464477347,261.20676672653366,40,8,1,True,2016-07-06 18:32:42
69,0.17128587948069632,0.18346238952319993,395.8319949696732,0.058107722407311456,0.0035856076520137353,0.0006527243406958131,0.003198205209825526,192.57529362041834,40,22,1,True,2016-07-06 18:32:55
70,0.20062397185546055,0.21697334665616716,783.7238669257304,0.04936330530068812,0.005115383085417608,0.0010874430068074164,0.0038520644317888556,344.47380546214396,40,18,2,True,2016-07-06 18:33:07
71,0.18526103140826458,0.2000653989480363,416.3078941874064,0.05368765280941913,0.004476325027119429,0.000821434681946637,0.003952799716199082,205.1941751521315,40,10,1,True,2016-07-06 18:33:19
72,0.17000059799299375,0.18077587004006498,559.4648023651789,0.058488128529205485,0.0034407307238283457,0.0006661206561453554,0.0028387841656869134,269.47778920789466,40,11,1,True,2016-07-06 18:33:31
73,0.19976952834865003,0.21376213596124463,274.3462612236399,0.04992245961617523,0.00619570124517794,0.0010820451337951254,0.005865617865642259,223.89806769672194,40,19,2,True,2016-07-06 18:33:44
74,0.18051036607855828,0.2013746248974827,232.2003723441289,0.05513140979429821,0.004354484766846143,0.0007486609205287067,0.004200248208839509,93.92202258349143,40,10,1,True,2016-07-06 18:33:56
75,0.17067113308806128,0.1823521111132207,381.961091746514,0.058326889799944014,0.0030195962492272814,0.0005467261133904127,0.0027122028486026195,164.82317413644793,40,8,1,True,2016-07-06 18:34:08
76,0.20219025034856627,0.21569361827882527,382.3551958095647,0.04928258143413929,0.006179997052969317,0.0011216309236657758,0.005552547132601821,292.086012717707,40,28,2,True,2016-07-06 18:34:20
77,0.05393340348829778,0.06311109680001874,31384.313276072015,0.16155342334042672,0.0036248996387000837,0.22777156873757698,0.0015364764856634161,878905.792490882,40,8,1,True,2016-07-06 18:36:39
78,0.07870243333332862,0.07103202367837554,26774.271343475262,0.13918145086450143,0.002827849846440093,0.12945379623518796,0.0012027742281902143,520355.5370475263,40,11,1,True,2016-07-06 18:36:51
79,,,,,,,,,40,,-2,False,2016-07-06 18:37:03
80,0.06301866554836408,0.06789373890960906,100.0000344655716,0.15891175023971024,0.0038010720563183983,0.0006262065047118649,0.0037970440822702426,223.38210199307986,40,8,1,True,2016-07-06 18:37:16
81,,,,,,,,,40,,-2,False,2016-07-06 18:37:28
82,,,,,,,,,40,,-2,False,2016-07-06 18:37:40
83,0.0625661157000919,0.06434655922564686,407.5047858891282,0.15983757985700386,0.0028856043063345362,0.000527315175034607,0.0025588979156507467,1082.465554548953,40,15,1,True,2016-07-06 18:37:52
84,0.0707079234672487,0.0731638533607224,170.62637034051662,0.1414631541804451,0.0027854365408534693,0.00046874272907296223,0.002747510202760015,418.41996164966037,40,11,1,True,2016-07-06 18:38:04
85,0.06712620000000163,0.07601240138002069,32804.59958288194,0.1333521171156433,0.0027418997478639334,0.18813671843565,0.001160203379179697,779690.8438587906,40,9,1,True,2016-07-06 18:38:16
86,0.06180953816138895,0.07213397645728263,100.00001871919238,0.16182708324158096,0.0042641187248379005,0.0007026608067959948,0.004259677475798836,118.47166794996207,40,16,1,True,2016-07-06 18:38:29
87,0.36395343724495915,0.39644758562320526,100.00001081773428,0.02741140368953014,0.005298729940691836,0.0008738584916643568,0.005293182162130663,46.735510575782556,40,10,1,True,2016-07-06 19:12:52
88,0.29727608164878483,0.3087525603088766,341.37403715004973,0.033557352593883524,0.003171882993464158,0.0005659873957560009,0.0029079981562752455,162.65039811757387,40,18,1,True,2016-07-06 19:13:04
89,,,,,,,,,40,,-2,False,2016-07-06 19:13:16
90,0.18686540229966045,0.20503166875789489,350.2569964533332,0.05321031645950938,0.004498614865800185,0.0008060648785590676,0.00410412135408928,148.35629750420935,40,9,1,True,2016-07-06 19:17:16
91,0.17005553585957356,0.18274785794914958,322.6600614648444,0.05856367095061373,0.0037357966464124817,0.000662454944853412,0.0034549630322879728,166.41977141345268,40,18,1,True,2016-07-06 19:17:28
92,0.162848498996372,0.17613331352390907,137.4896566308937,0.06126698524199134,0.003658285641609667,0.0006094362343193181,0.003637337281339991,89.88773299003174,40,13,1,True,2016-07-06 19:17:40
93,0.1923844295524712,0.20150684286638912,464.3676897819405,0.0518438681438019,0.006723121348766612,0.001258126015002311,0.0058023808295623825,543.6503933040408,40,13,1,True,2016-07-06 19:21:40
94,0.1728390812856654,0.18818449688529695,191.8144117106315,0.05769411913732064,0.004931209446278879,0.0008365388085059719,0.004831885226061613,127.72281977439346,40,10,1,True,2016-07-06 19:21:52
95,0.16496907163421545,0.1808158134669696,280.7013500218852,0.060333591428153664,0.0038957682294089645,0.0006807886280275896,0.0036766982371310253,126.03437557196521,40,10,1,True,2016-07-06 19:22:04
96,0.19697521534892937,0.22327984720325478,100.0000000000513,0.05062056917351653,0.0055580488637846205,0.0009167723145785436,0.005553221505849795,60.71631426342135,40,11,1,True,2016-07-06 19:26:05
97,0.17671868716131742,0.18696747748499568,779.9094623164486,0.056213452403678074,0.004781116236988186,0.001013812158297154,0.0036054105832238736,511.60978267147846,40,22,1,True,2016-07-06 19:26:17
98,0.16410431827048313,0.17725238017336148,174.28699171838667,0.0607763800846519,0.003761059122583435,0.0006339769492336962,0.0037058193143850696,106.90277914202896,40,11,1,True,2016-07-06 19:26:29
99,0.19712165301178478,0.2138681434527999,238.6563684663289,0.050561235482851644,0.00566392113842606,0.0009770205521801802,0.005448353222023428,155.08179828322983,40,18,2,True,2016-07-06 19:30:29
100,0.17611944584127176,0.18993580790630066,641.2330420945868,0.056336072839979184,0.004271408764389553,0.000854799406088777,0.0034010017247696834,289.71623995777816,40,13,2,True,2016-07-06 19:30:41
101,0.16616296580527923,0.1727083004629182,474.1034724326436,0.06001406936934909,0.0037909950132636403,0.0007103813008279433,0.0032560641674112666,432.22290728730417,40,28,2,True,2016-07-06 19:30:53
102,0.18833524883880584,0.21186557916924847,100.00000000448983,0.052959060308586485,0.005639006332293072,0.0009302099973053471,0.0056332943497974415,68.71525531176665,40,11,1,True,2016-07-06 19:34:53
103,0.17164420389197343,0.1876131797390122,322.9396227791891,0.057981534351822836,0.00492784091606527,0.0008747613591149681,0.004558194968889805,174.54541588683125,40,9,1,True,2016-07-06 19:35:05
104,0.16246820008354715,0.17356435762163674,187.93035465150737,0.061413411286849115,0.004023512406692044,0.0006814049665450442,0.00394750385553629,142.0879666258985,40,31,1,True,2016-07-06 19:35:18
105,0.17902564748202443,0.19558601436147457,271.90467527305634,0.05564627868132452,0.005676449920309823,0.0009901088286070321,0.005383177500389122,171.95532629020028,40,24,1,True,2016-07-06 19:39:18
106,0.16347006223367555,0.17667673849656168,229.67224282614646,0.060988677144665,0.004505489454512497,0.0007740756399771075,0.004350548337549429,152.40957680274863,40,10,2,True,2016-07-06 19:39:30
107,0.1579810034369707,0.16718375209080263,355.2198769132855,0.06307229148583192,0.00285550752523292,0.000512078090403037,0.00259934851210204,187.69500710448705,40,21,2,True,2016-07-06 19:39:42
108,0.17925448224594287,0.17897552036406011,4643.7821501188755,0.05592490066525207,0.006556125591032228,0.009963161357487416,0.0031841747728353085,341347.57984890015,40,17,1,True,2016-07-06 19:43:42
109,0.16137743451906106,0.18273796420176858,485.51561331475483,0.06133247645853833,0.004303135973069341,0.0008102753141151811,0.0036739821403547345,152.90878787686785,40,10,1,True,2016-07-06 19:43:54
110,0.15838254940577315,0.16575986824339647,327.3554083081177,0.06297605048190229,0.0030332365444606423,0.0005386020603489868,0.0027986645821443585,234.7496342322216,40,14,1,True,2016-07-06 19:44:06
111,0.1725054936064251,0.18053720627597494,715.6662226942676,0.057704547395959364,0.0052621878304504755,0.0010866925435198173,0.004070039486161243,669.9722730988341,40,22,2,True,2016-07-06 19:48:07
112,0.15808645806382093,0.1716343892009751,327.29374834627134,0.06298234001101863,0.0047543936990370175,0.0008449211577672359,0.004393152501353687,200.49879238332232,40,23,2,True,2016-07-06 19:48:19
113,0.15385185932607584,0.16298689875556194,316.1830848325616,0.06479105436459928,0.0032735153546347333,0.0005790232028837247,0.003037163273020986,199.71049406015763,40,19,1,True,2016-07-06 19:48:31
114,0.17887848867855138,0.18847376605713748,533.9974157262753,0.055713381728015064,0.006759490091990992,0.0012991862500358695,0.005646189348276576,574.5924929128562,40,27,1,True,2016-07-06 19:52:31
115,0.15797994095578746,0.1642634248794971,4919.3089871533575,0.062033512561125784,0.004084866298448405,0.006883663471815286,0.001958356635388746,10718.04927569629,40,7,1,True,2016-07-06 19:52:43
116,0.15676142256837441,0.16493051884951512,100.00000000000001,0.06372782600760288,0.0036203133030309298,0.0005962660954392502,0.0036166765496538854,127.32006397818814,40,17,1,True,2016-07-06 19:52:55
117,0.18575946643075308,0.19786620809906613,368.59561043947156,0.05365166380506034,0.005805984879770483,0.0010480489211862475,0.0052504152816056976,298.6915413260355,40,10,1,True,2016-07-06 19:56:55
118,0.16487529389225075,0.1723561179215779,820.5562546591451,0.060336649264338314,0.004729113518369503,0.001020718915279949,0.0035135542545110393,723.3555952397714,40,10,2,True,2016-07-06 19:57:07
119,0.1589413589455353,0.17044592600987393,294.98940135629414,0.06269992165518147,0.004154806921833744,0.0007297843595869318,0.003896037564198716,191.69157692008878,40,20,2,True,2016-07-06 19:57:19
120,0.18465806554942502,0.20448703129855597,488.9017243921538,0.05371107691625607,0.005300320018881579,0.001000528131272982,0.004517793806710905,203.95343274401282,40,9,1,True,2016-07-06 20:01:20
121,0.16780749280435758,0.18174382266667832,288.464618955112,0.05934867036331947,0.003957601952385457,0.000693431646911782,0.0037223267207897415,148.4175151643319,40,10,1,True,2016-07-06 20:01:32
122,0.15950654324095548,0.16514698763984892,602.0365724437177,0.06250061589856255,0.003755100724323573,0.0007393721733606168,0.003040902570770326,594.1003133351372,40,11,1,True,2016-07-06 20:01:44
123,0.18334258441283896,0.198583000546345,310.49661924964767,0.05431584908092336,0.004998661375116849,0.0008834830358816578,0.004650634415820189,180.46133832740844,40,11,1,True,2016-07-06 20:05:44
124,0.1682042740260873,0.18149376539926598,357.840122473165,0.05918745624041358,0.00469922292312375,0.0008443870433460356,0.004271957074599294,215.19750054858795,40,29,2,True,2016-07-06 20:05:56
125,0.15812881875218673,0.1697084736497192,310.81480862004287,0.06298968387207413,0.003220945990847595,0.0005686693684014609,0.002996114317593427,153.0838909448134,40,12,2,True,2016-07-06 20:06:08
126,0.17941562457799662,0.19236146731630577,518.5198981658125,0.05543236697257123,0.005542639887005328,0.0010576949780202445,0.004660229387490263,341.6487026311501,40,15,1,True,2016-07-06 20:10:08
127,0.1642066538792853,0.1778873001733003,357.08315348035757,0.06061070040416754,0.004562354374361209,0.0008195651313226207,0.0041481379722264075,202.63840011119493,40,10,1,True,2016-07-06 20:10:20
128,0.15643252673899843,0.16506092012565418,100.0000000000006,0.06384252398532574,0.0028946498968877407,0.00047665407597215947,0.0028915919176591026,96.12885852546663,40,9,1,True,2016-07-06 20:10:32
129,0.1763464484222302,0.19370806045719577,244.46382941362128,0.05648296699729547,0.005151037175441723,0.0008896804979400812,0.00494724714878313,138.52448179746608,40,26,2,True,2016-07-06 20:14:33
130,0.16053924990500448,0.16933695634697518,350.4542262477422,0.062118003582402014,0.00457647967058145,0.0008200474189119392,0.0041754162478498434,312.0833194357287,40,26,2,True,2016-07-06 20:14:45
131,0.1531249138999977,0.15992613025185856,642.299545200516,0.06502066416114656,0.0033123568612281953,0.0006626180675301903,0.002635999933447152,456.9017599997694,40,7,1,True,2016-07-06 20:14:57
132,0.17223392368963159,0.19098695781712327,848.80922360279,0.057264625258897375,0.005049742223966019,0.0011043592807420525,0.003713456045046044,316.888950353081,40,10,1,True,2016-07-06 20:18:57
133,0.15962246128454183,0.16850250040389977,100.00000000000003,0.06258949939463564,0.004103949313672977,0.0006762287548949266,0.004099566163117116,132.45079604583364,40,18,1,True,2016-07-06 20:19:09
134,0.15164551853995137,0.15634668454392497,703.0334837048762,0.06572722163321959,0.0029732557254230937,0.000609757927523079,0.0023087478665206134,637.0393394901419,40,24,2,True,2016-07-06 20:19:21
135,0.1732029485073823,0.1863254245035901,500.2770703061463,0.05743897479258588,0.006321048780595826,0.0011984041032683593,0.005360676185424028,374.53225538247693,40,27,2,True,2016-07-06 20:23:21
136,0.1574634730911128,0.16944077834456608,425.09118503260356,0.06318977221750387,0.0044924609088135585,0.0008269688716469015,0.003954832905816043,258.7010145748969,40,29,2,True,2016-07-06 20:23:33
137,0.15336312278912156,0.16323659222414708,100.00000554822788,0.0651173956635201,0.003506710549881825,0.0005776156290916699,0.003502968511246418,101.74373110844255,40,8,1,True,2016-07-06 20:23:45
138,0.17279735049889589,0.18206941938593488,398.7432606790858,0.05769372805498505,0.004886741630299446,0.000891268790520903,0.0043559576406655975,346.7587785926737,40,19,1,True,2016-07-06 20:27:46
139,0.15920611281157446,0.17355285313851268,351.0486294468345,0.06250554220609127,0.004771614359649507,0.0008553104160679335,0.004351530030840229,199.65749767215323,40,10,1,True,2016-07-06 20:27:58
140,0.15362367651684114,0.16648406247072112,100.00050743885741,0.06496100123511772,0.0030571299506278846,0.0005034447410699805,0.0030538453506619586,68.10436018437116,40,16,1,True,2016-07-06 20:28:10
141,0.1757838732652752,0.19114416270251794,100.00111123360836,0.05681319090914001,0.005769006449250949,0.000951828523997479,0.005762804665921133,107.59663511620994,40,13,1,True,2016-07-06 20:32:10
142,0.1615825475921167,0.17396869406411836,264.80988409393126,0.061677314124790855,0.00399622003357814,0.0006945351789587312,0.0037999875126437806,158.95264756210528,40,11,1,True,2016-07-06 20:32:22
143,0.15595404059501733,0.16490118977234805,100.00000000000664,0.06404534210915096,0.003499303590713074,0.0005764056497128191,0.0034955479025456098,112.0258440009033,40,9,1,True,2016-07-06 20:32:34
144,0.17209678108189774,0.18222427663637072,778.5425192929022,0.05774477506820952,0.005943954531002757,0.00126111750918226,0.0044873295445768775,643.1839710613496,40,23,2,True,2016-07-06 20:36:34
145,0.1594771405231111,0.17126511286623616,493.4943204096418,0.062339825838549426,0.0037505101848183753,0.0007080432113239076,0.0031930516575037495,244.52812593713705,40,33,1,True,2016-07-06 20:36:46
146,0.1534501444757332,0.1618378543987103,334.57728503323773,0.06497958885417728,0.0037163313650696414,0.000661801696229314,0.0034169273618886217,257.01892255310537,40,24,2,True,2016-07-06 20:36:58
147,0.17549748325727105,0.19129209857427482,154.13408136566304,0.056875080636202044,0.006294152080010786,0.0010557356305800193,0.00623887327383752,139.41704911296503,40,19,2,True,2016-07-06 20:40:59
148,0.1609272087531583,0.17087626998272354,144.1474916972191,0.062056337185193454,0.004546083503188972,0.0007593795660849384,0.004514050325642207,152.90657492594846,40,10,1,True,2016-07-06 20:41:11
