wavelength,Ezero,a_W,bb_W,chi,e,fastocean_450,fastocean_530,fastocean_624,fasttracka_ii,fire,phyto_abs,fastact
476,0.940477552,0.011671817,0.001372948,0.092447032,0.629429158,5972.536111,2436.772778,0,41675.114,125,0.060155799,85.71097042
475,0.938669111,0.0114,0.001385478,0.0933,0.6287,6208.463056,2080.193056,0,43469.894,137.5,0.060155799,85.8480384
474,0.936509622,0.011165306,0.00139815,0.094104001,0.628517544,6821.5,1892.24,0,45102.636,150,0.060155799,86.44688368
473,0.933744067,0.010976053,0.001410964,0.094863899,0.62887389,7109.37,1673.216,0,46117.722,175,0.061554771,86.93371133
472,0.929611242,0.010836106,0.001423924,0.095591795,0.629701465,7307.292,1450.598,0,46704.126,200,0.062953743,89.38911874
471,0.923708432,0.010725411,0.00143703,0.096299794,0.630932693,7650.766111,1217.535556,0,47630.75,237.5,0.062953743,92.1087365
470,0.918532606,0.0106,0.001450285,0.097,0.6325,8518.485556,1076.428889,0,47479.448,275,0.064352715,94.62866039
469,0.917008187,0.010432356,0.001463691,0.097702053,0.634306911,8946.91,963.71,0,46599.256,300,0.064352715,98.24134693
468,0.91822728,0.010264916,0.00147725,0.098405748,0.636141347,10455.796,884.168,0,45256.45,325,0.065751687,101.0706191
467,0.920289135,0.010155584,0.001490964,0.099108417,0.637762327,10923.21917,769.145,0,43138.56,350,0.065751687,105.1722602
466,0.922754833,0.010115691,0.001504835,0.09980739,0.638928871,11579.54944,682.9266667,0,41057.45,375,0.065751687,110.4434693
465,0.925432376,0.01011,0.001518866,0.1005,0.6394,12297.11343,606.5548571,0,38592.462,425,0.067150659,115.5719386
464,0.928119057,0.010104391,0.001533057,0.101183785,0.639027612,13131.76111,515.0036111,0,35879.322,475,0.067150659,118.8081608
463,0.930574926,0.010077326,0.001547413,0.101857108,0.638035124,14634.03571,441.9522857,0,33194.62,525,0.067150659,122.0443831
462,0.93255194,0.010011265,0.001561934,0.102518539,0.636738829,15797.83889,401.2166667,0,30662.912,575,0.067150659,127.9314528
461,0.93407803,0.009908268,0.001576624,0.103166646,0.635455023,18124.35556,381.9527778,0,27078.852,637.5,0.067150659,136.945563
460,0.936414809,0.00979,0.001591484,0.1038,0.6345,19980.32806,335.9688889,0,23731.938,700,0.068549631,148.6925251
459,0.940996822,0.009678639,0.001606517,0.104418007,0.63412024,21186.65857,307.9114286,0,20827.478,750,0.068549631,163.9139241
458,0.946298375,0.009595011,0.001621725,0.105023419,0.634282958,22039.21222,260.9827778,0,18353.532,800,0.068549631,181.0429313
457,0.949465266,0.009558842,0.001637111,0.105619829,0.634885557,22389.175,222.65,0,15955.92,875,0.068549631,200.1589516
456,0.950251885,0.009572301,0.001652677,0.106210826,0.635825438,25034.15889,248.6405556,0,14142.866,950,0.068549631,220.4724261
455,0.948786548,0.00962,0.001668426,0.1068,0.637,25347.29333,192.0058333,0,12235.244,987.5,0.069948604,244.3061843
454,0.945372912,0.009679832,0.00168436,0.107394589,0.638309829,29457.18861,161.9755556,0,10777.168,1025,0.069948604,271.4704582
453,0.940820296,0.009705869,0.001700481,0.108016415,0.639668243,32237.55086,159.0362857,0,9228.762,1050,0.069948604,304.1323396
452,0.936028623,0.009647486,0.001716794,0.108690946,0.640991742,36002.13778,133.0988889,0,7837.582,1075,0.069948604,341.4935258
451,0.931691506,0.009483066,0.001733299,0.109443651,0.642196827,38402.39778,99.06777778,0,6681.19,1075,0.069948604,381.3446227
450,0.927771216,0.00922,0.00175,0.1103,0.6432,39740.77,101.41,0,5755.2,1075,0.071347576,423.5218577
449,0.924069862,0.008874136,0.0017669,0.111274838,0.643939644,40745.67889,82.43888889,0,4917.314,1025,0.071347576,442.1493961
448,0.920518249,0.008490117,0.001784001,0.112340522,0.644441671,43098.88,93.73888889,0,4240.93,975,0.071347576,460.7769344
447,0.91725882,0.008118844,0.001801306,0.113458787,0.644753876,45428.40667,83.24,0,3693.156,925,0.071347576,497.2585223
446,0.914453722,0.007789589,0.001818819,0.114591369,0.644924054,47353.87111,83.31222222,0,3147.854,875,0.072746548,527.1239806
445,0.912266495,0.00751,0.001836542,0.1157,0.645,45409.16333,62.23777778,0,2668.812,800,0.072746548,557.3120213
444,0.910868273,0.007279593,0.001854478,0.11675486,0.645011595,44924.58,75.19,0,2240.818,725,0.07414552,573.4064016
443,0.910461461,0.007069133,0.00187263,0.117759897,0.644917073,40114.35889,83.81222222,0,1920.774,650,0.07414552,588.6334724
442,0.911890372,0.006843449,0.001891002,0.118727504,0.644656753,36718.91889,32.11888889,0,1622.556,575,0.075544492,594.3078504
441,0.916631204,0.006596224,0.001909596,0.119670074,0.644170955,33425.95,82.78,0,1419.098,500,0.075544492,597.0860766
440,0.926093489,0.00635,0.001928415,0.1206,0.6434,31133.18667,51.31666667,0,1204.528,425,0.075544492,588.3858048
439,0.938448993,0.006122492,0.001947464,0.121524124,0.642317975,27121.14333,41.05,0,995.038,375,0.075544492,571.7481154
438,0.948962791,0.005907106,0.001966745,0.122427091,0.641034037,22309.03,78.07,0,845.132,325,0.076943464,548.7984456
437,0.956516553,0.005691917,0.001986261,0.123287996,0.639691112,17895.2725,36.10083333,0,710.21,287.5,0.076943464,521.12253
436,0.961749723,0.005482113,0.002006016,0.124085934,0.638432125,13938.01333,41.16138889,0,588.792,250,0.076943464,505.7358223
435,0.966760877,0.0053,0.002026014,0.1248,0.6374,11647.965,14.75333333,0,494.666,200,0.076943464,490.3491145
434,0.973157664,0.00516369,0.002046258,0.125416644,0.636705306,9802.628649,26.90297297,0,410.77,150,0.076943464,459.9765047
433,0.979330414,0.005071555,0.002066752,0.125951739,0.636329179,8619.056667,53.11666667,0,343.008,138,0.076943464,425.4996541
432,0.983066705,0.00501667,0.002087499,0.126428512,0.6362204,7468.69,60.24111111,0,293.698,126,0.076943464,392.9580617
431,0.984846996,0.004983922,0.002108503,0.126870189,0.636327747,6387.225,41.2225,0,247.428,100.5,0.076943464,362.207097
430,0.986159366,0.00495,0.002129768,0.1273,0.6366,5298.972222,6.370277778,0,210.55,75,0.076943464,335.1706744
429,0.987701179,0.004898615,0.002151298,0.127737299,0.636979202,4578.746667,0,0,187.826,62.5,0.076943464,307.0814281
428,0.989280084,0.004842979,0.002173097,0.128185953,0.637380447,3882.09,0,0,169.712,50,0.075544492,278.7126103
427,0.990656529,0.004803067,0.002195168,0.128645957,0.63771209,3313.752162,0,0,144.516,45,0.075544492,250.5746811
426,0.991614283,0.004784791,0.002217515,0.129117308,0.637882489,2692.572222,0,0,127.624,40,0.075544492,224.390916
425,0.992187091,0.00478,0.002240144,0.1296,0.6378,2180.940556,0,0,115.09,35,0.076943464,198.8839831
424,0.992560494,0.004778041,0.002263058,0.130094161,0.637403486,1723.324324,0,0,107.098,30,0.076943464,175.1128507
423,0.992920407,0.00476071,0.002286261,0.13060045,0.636753835,1488.333056,0,0,103.723,25,0.076943464,163.956817
422,0.993272061,0.004708907,0.002309757,0.131119659,0.63594244,1298.438889,0,0,100.348,20,0.076943464,152.8007833
421,0.99328599,0.004626436,0.002333552,0.131652578,0.635060697,1075.859189,0,0,95.208,15,0.076943464,132.4530418
420,0.992595929,0.00454,0.002357649,0.1322,0.6342,896.135,0,0,88.84,10,0.076943464,112.7665352
419,0.990708782,0.004472924,0.002382054,0.132758057,0.633432455,734.9116667,0,0,81.168,5,0.076943464,95.11548804
418,0.986839283,0.004431039,0.00240677,0.133304247,0.632753015,613.552973,0,0,76.876,0,0.078342436,78.85709883
417,0.980158676,0.004415557,0.002431803,0.133811408,0.632137349,538.3862162,0,0,74.368,0,0.078342436,65.53078275
416,0.969767926,0.004421959,0.002457157,0.134252379,0.631561122,429.7151351,0,0,73.488,0,0.079741408,53.94924751
415,0.954690794,0.00444,0.002482838,0.1346,0.631,392.4433333,0,0,65.734,0,0.079741408,43.89483861
414,0.936541228,0.004462569,0.00250885,0.134832811,0.630433096,351.1261111,0,0,58.13,0,0.079741408,35.42758238
413,0.918968214,0.00449608,0.002535198,0.134952163,0.629853304,243.8202778,0,0,56.904,0,0.079741408,28.24309337
412,0.880739006,0.004550088,0.002561888,0.134965109,0.629256964,195.6488889,0,0,65.612,0,0.079741408,22.22817234
411,0.879166333,0.004628585,0.002588925,0.134878704,0.628640416,166.3391667,0,0,68.45,0,0.079741408,19.94859005
410,0.87032594,0.00473,0.002616314,0.1347,0.628,160.7933333,0,0,71.254,0,0.079741408,17.66900777
409,0.860622421,0.004849837,0.002644061,0.1344411,0.627361561,154.0827778,0,0,63.886,0,0.079741408,13.83323128
408,0.856375229,0.004972875,0.002672171,0.134134302,0.626868969,125.4744444,0,0,47.282,0,0.079741408,11.35844529
407,0.853654007,0.005082154,0.00270065,0.133816954,0.626695595,105.4666667,0,0,53.658,0,0.079741408,8.82150606
406,0.851049849,0.005182394,0.002729503,0.133526404,0.627014814,102.3672222,0,0,63.882,0,0.079741408,7.04505779
405,0.849423725,0.0053,0.002758738,0.1333,0.628,80.22864865,0,0,59.726,0,0.079741408,5.491935795
404,0.850311444,0.005458515,0.002788359,0.13317159,0.629736658,76.71833333,0,0,48.038,0,0.079741408,4.123146599
403,0.854313565,0.005666257,0.002818372,0.13316103,0.631958822,73.59972973,0,0,47.978,0,0.079741408,3.447259668
402,0.859841078,0.005927743,0.002848784,0.133284674,0.634312656,57.71583333,0,0,46.476,0,0.079741408,2.931127831
401,0.865017066,0.006247485,0.002879602,0.133558879,0.636444327,42.74540541,0,0,50.746,0,0.079741408,2.881263445
400,0.86796461,0.00663,0.002910831,0.134,0.638,24.14,0,0,46.874,0,0.08114038,2.358041885
