,fo,fm,sigma,fvfm,ro,rsq,bias,chi,fo_err,fm_err,sigma_err,ro_err,nfl,datetime
1258,0.46478650645525876,0.5702149278613308,286.1680571737318,0.18489242609185233,0.32112562497941805,0.9026574876252675,0.01796301149002861,0.010983631178799313,0.006542070934997036,0.0010590798890103184,16.640657364527474,0.13780693070311342,100.0,2010-07-27 18:32:45
1259,0.4578152694688959,0.5717093646240144,268.62986318453426,0.19921677377109467,0.06303385714803586,0.9094267827619648,0.017979796609189747,0.010575506698294447,0.007210762026830291,0.001253818798831756,17.050748318412445,0.18808039070370058,100.0,2010-07-27 18:33:20
1260,0.45228931888347534,0.5544352690139184,240.93378238164772,0.1842342214486337,5.244337907780822e-15,0.8551177544710155,0.018557282860332844,0.015931481628114422,0.00861267056912231,0.001731383189665413,21.171453726928675,0.2727094786854138,100.0,2010-07-27 18:33:55
1261,0.451943139712925,0.5560803910583609,277.4031965127036,0.18727013759150282,0.15510678813093282,0.8988038905282124,0.018437740791219428,0.010707096799078115,0.006980713943610194,0.001141684272961727,17.985927372822783,0.1782379495873402,100.0,2010-07-27 18:34:30
1262,0.4553867402084747,0.5457306651676258,257.170437227837,0.1655467261151638,0.2988904854524377,0.8706938539748176,0.018766937735208163,0.012163605350383858,0.006421238015875052,0.001185330615059093,17.653716654762913,0.1666298266925801,100.0,2010-07-27 18:35:05
1263,0.44489258020519845,0.5406657804296185,273.22105024896047,0.1771393783204066,0.31995464767008197,0.8882619927336459,0.01894667279315528,0.011626613285315578,0.00642132235982392,0.0010840830703660726,17.21463748548303,0.14936206878938615,100.0,2010-07-27 18:35:40
1264,0.44771977969544224,0.543807868196278,263.0464231233033,0.17669492135070478,0.16290696735367557,0.8934418196581725,0.01885132711358383,0.010252521954027882,0.0064725132015494985,0.0011458235465281919,17.434123886591685,0.18150973708391643,100.0,2010-07-27 18:36:15
1265,0.4321795036757732,0.5332588041701227,282.1434010434226,0.18955017658199366,1.9890353175507627e-14,0.8673845879314287,0.01922301353033997,0.012863316381324976,0.00831458393408711,0.0013284826665297931,22.91313155785421,0.25174825364975034,100.0,2010-07-27 18:36:50
1266,0.45550350438475967,0.5510627003348352,262.6599894292079,0.17340893493973025,0.25385724947192445,0.8950311291586898,0.018595788821433323,0.010384305592204532,0.006216550009148078,0.0011014551126967507,16.49200595967081,0.15876803962891253,100.0,2010-07-27 18:37:25
1267,0.4459817294618322,0.5520191703637051,256.3736364218061,0.19209014214489822,0.1898422202717266,0.8973337806648158,0.018630849007121173,0.01218744381975671,0.006830568870718811,0.00126515149335174,16.37834790386349,0.17100942923554222,100.0,2010-07-27 18:38:00
1268,0.45224754323585103,0.5559929838898671,247.92932373782511,0.1865948737845337,0.1383017106650797,0.8949812127107722,0.018497161540042755,0.012089937800147277,0.007073972560447363,0.001323603937099382,16.726912662677112,0.18890170278922883,100.0,2010-07-27 18:38:35
1269,0.4605668585377247,0.5705154457218139,274.5155974138405,0.19271798512831262,7.383745489647231e-11,0.8793881890421901,0.0179884690882181,0.012789279060300987,0.008412993351862425,0.00141670545674291,21.079115629604217,0.23833459291498615,100.0,2010-07-27 18:39:10
1270,0.4688912849079014,0.5822816559952402,267.1927498478645,0.19473457547538764,5.794936373025931e-14,0.9117573473707484,0.017643341895267162,0.009871883423192913,0.007214981321063771,0.0012664190708636671,17.264870473887964,0.2005395707402496,100.0,2010-07-27 18:39:45
1271,0.479560935205533,0.6017699544350689,287.99212739014104,0.20308262040809857,2.408727086813857e-09,0.9065610232551653,0.017056121383952724,0.011170033316746234,0.008277177205024707,0.001286489641163459,19.16894987196087,0.20645673214316937,100.0,2010-07-27 18:40:20
1272,0.5075565949453568,0.6323184498209631,265.8885735254758,0.19730857910429758,0.20484561294460177,0.9272881069320267,0.016258890358067567,0.009850427325135183,0.006673115362731121,0.0011785408647982817,13.9410516599542,0.1383925296453979,100.0,2010-07-27 18:40:55
1273,0.5010181968824133,0.6263926462705065,304.1018376767718,0.20015313100267534,0.21470686832496683,0.9244500915157468,0.016357389263912375,0.009486210653853355,0.007106894130328714,0.0010549981721855212,16.259300674496128,0.13942617738193455,100.0,2010-07-27 18:41:30
1274,0.5056310067318192,0.6352418263968335,260.50866144470984,0.20403382503979967,5.862213170063756e-15,0.9114677105942739,0.016208263993956393,0.012299870276999489,0.008436425911842085,0.0014980134963916156,17.08591750734847,0.20383571895517602,100.0,2010-07-27 18:42:05
1275,0.49811119560668227,0.6304326575342248,295.0212147775468,0.20988992296985998,5.0531619211889206e-15,0.9283268832944382,0.016284070300687688,0.009201796659442218,0.00778181333079492,0.0011725315156138334,16.949058238794645,0.1776892465827021,100.0,2010-07-27 18:42:40
1276,0.5236002596300249,0.6561008102130166,270.3548623710263,0.2019515119025271,7.324885467275546e-16,0.9232981904313808,0.015669262568068734,0.010149655305081863,0.007915107925924945,0.0013502815784812395,16.212816661499506,0.18623144849419002,100.0,2010-07-27 18:43:15
1277,0.4925253217013701,0.6196559111526837,303.067725059824,0.20516319971002187,0.05202502133890936,0.8991700918741461,0.016547006029661245,0.012657682591200842,0.009093739728336162,0.0013003786849042137,20.642765637539657,0.20249519513363481,100.0,2010-07-27 18:43:50
1278,0.5141352276910163,0.6613342550882755,297.61322006403896,0.22257886426525866,2.764378511433655e-13,0.9331309328166268,0.0155463097717861,0.009896021309674166,0.008380313762795214,0.0012451058715287702,16.475334535523675,0.17126619767607046,100.0,2010-07-27 18:44:25
1279,0.5104370354202747,0.6531752017172534,294.2405573214854,0.2185296776756188,0.025130678251126352,0.9336772878186987,0.01573764193992488,0.009755230781771493,0.008080520220148917,0.0012068571177958666,16.117506284096677,0.16636909931361707,100.0,2010-07-27 18:45:00
1280,0.5018226297682912,0.6389557158034552,277.658803167932,0.2146206421562815,4.8137095991589155e-14,0.9138637626620387,0.016108857420879176,0.012470760517121508,0.008760709851732657,0.0014442287940591356,17.694998095823873,0.19771536662207573,100.0,2010-07-27 18:45:35
1281,0.5256309424419686,0.6693495533207243,313.01093276578433,0.2147138369865943,0.22899854830731722,0.9209473648189455,0.015326438888871457,0.01228967168827625,0.008565359280274909,0.0012061451830433615,17.22266217840446,0.14132202013620912,100.0,2010-07-27 18:46:10
1282,0.536736653617055,0.6811295025332933,278.1516178853456,0.2119903019605004,0.009718734840818703,0.9181990753018077,0.015103614698865616,0.01232475342514044,0.009075463331705065,0.0014680994670570472,17.236441377555614,0.19120004208953972,100.0,2010-07-27 18:46:45
1283,0.5225701486068431,0.6674493241013252,274.8841028964853,0.21706393319006193,1.5942201957597084e-13,0.9258259415003355,0.015430671095271489,0.011765007250776314,0.008682180272363983,0.0014228494609887015,16.305083127431836,0.18386835413936645,100.0,2010-07-27 18:47:21
1284,0.5280215738332084,0.6752631432293094,295.80539364339336,0.2180506531008756,0.08305587574664897,0.9262142974005088,0.015220800636868365,0.011499138552969246,0.008736993083881149,0.0012939768405239378,16.760731302280824,0.1645632584687972,100.0,2010-07-27 18:47:56
1285,0.5228962472229632,0.6663612843491813,276.34394645766713,0.2152961771576163,4.214643538909774e-12,0.9274897757039757,0.015448717317146796,0.011092724992861487,0.008535039112355586,0.0013805629179782209,16.1717684553033,0.18166659315618033,100.0,2010-07-27 18:48:31
1286,0.5275502567834303,0.6793966789717956,301.82689405789205,0.223501861119149,2.432270422090353e-14,0.9030043053970119,0.015130360596019963,0.015364791553166173,0.010910817735372924,0.0015499392217449514,20.71138311445517,0.21177800813689787,100.0,2010-07-27 18:49:06
1287,0.5407631304756213,0.6907757136211659,298.9297357278882,0.21716539853312536,0.1137103203501886,0.9159943950599678,0.01487393498044211,0.013581893617938904,0.009592347843358882,0.001389547732617796,17.999778035059084,0.17075070010514748,100.0,2010-07-27 18:49:41
1288,0.5391651811408102,0.6861249261170853,275.43932645775783,0.2141880281306043,5.6612052077551486e-12,0.9228171773615995,0.015002901725234406,0.012056816019837234,0.009015531806200964,0.0014709013324801577,16.67489381776587,0.1880584525550146,100.0,2010-07-27 18:50:16
1289,0.5241062995563668,0.6802459790955614,301.01099346525507,0.22953414549659543,2.306774552527105e-13,0.9306700228443221,0.015123459337240804,0.0113879555328891,0.009309993971776082,0.0013290497561921977,17.151565855625876,0.17614726409117237,100.0,2010-07-27 18:50:51
1290,0.5310660129931744,0.6839745384622685,277.8393947369175,0.22355879768984904,5.641264017091618e-14,0.926009276259699,0.015067265751809217,0.012526582403443723,0.009193423982240176,0.0014802499250312071,16.446065059221194,0.18344921996928676,100.0,2010-07-27 18:51:26
1291,0.5430782859389942,0.6909645895305128,302.3820770761285,0.21402877344554275,0.07431131259870791,0.9339349025515805,0.014856641984042627,0.009929431522729888,0.008344378811076861,0.00119683935962894,16.18942846874219,0.15670176073110356,100.0,2010-07-27 18:52:01
1292,0.5264013824533895,0.6806673161972776,327.3710727333501,0.22663925543793442,6.2734856035657195e-09,0.9374212362415277,0.015070525108549782,0.009126498646107307,0.008723257521589178,0.001135347734946189,17.489353840619096,0.16460432480230838,100.0,2010-07-27 18:52:36
1293,0.5364193412518052,0.696610190920778,300.84738816588913,0.22995766033401382,5.688578130894195e-10,0.9351507551395966,0.014769571507264479,0.01089359240297734,0.00910241494532512,0.001317376998323382,16.463626768963678,0.16930466301236344,100.0,2010-07-27 18:53:11
1294,0.5527016671892953,0.7103517641718922,297.9907649692568,0.2219324353567009,1.598924966452763e-11,0.9070154870609524,0.014472794512801758,0.015215320611391215,0.011018631203472877,0.0015968712821266288,19.97789031433648,0.2071431218365489,100.0,2010-07-27 18:53:46
1295,0.5557947241271226,0.7259673128757406,299.51505016876604,0.23440805905505743,7.344519468377608e-11,0.9470320775225749,0.014182966576568699,0.009566696513180678,0.008588279729144084,0.0012622346780184937,14.67204124154533,0.15136978904725562,100.0,2010-07-27 18:54:21
1296,0.5614275919067346,0.7229121670544192,281.3981802146655,0.22338062977369746,1.1924833512982197e-13,0.9323842938852149,0.01424888432703709,0.011770360376593283,0.00924395405457098,0.0014667578744496854,15.813415837642856,0.17438506028850698,100.0,2010-07-27 18:54:56
1297,0.5732469976138447,0.7417287786134478,317.6092898808758,0.22714742350236816,0.02855056603460893,0.9478700370815548,0.01384289782346006,0.00856598335973106,0.008495170747616184,0.0011535749584752756,15.208823095469453,0.14481154612268135,100.0,2010-07-27 18:55:31
1298,0.5587546196747093,0.73471335201695,306.29475876552493,0.23949303746719072,2.1614892166071653e-14,0.9202256643739265,0.014015294148584849,0.01514231620945662,0.011311109262319544,0.001593203233260607,18.81149118640489,0.1895445998208083,100.0,2010-07-27 18:56:06
1299,0.5344493376376199,0.7058923645590429,290.0988353157421,0.24287417675713222,2.584247298541821e-16,0.9331312130520553,0.0146211477100541,0.013158689722212253,0.009737085025697199,0.001497952489042008,16.12642740794928,0.17221611446358168,100.0,2010-07-27 18:56:41
1300,0.6093495095008853,0.794953108858809,318.6439511876103,0.2334774180886795,3.886654495598252e-14,0.9219840705615631,0.012926726906036325,0.014763329752243362,0.012034119482363392,0.0015861174564703738,19.417721561342322,0.18787313943263315,100.0,2010-07-27 18:57:16
1301,0.6121350561798105,0.8116610127639092,302.52703558398156,0.24582424614022408,6.469541940127619e-13,0.9454987657288179,0.01270183335853842,0.012050922983304608,0.010490625243726893,0.0014901966175056962,15.181850081350495,0.1549937313763771,100.0,2010-07-27 18:57:51
1302,0.6501404944673276,0.8555205679510071,309.54639099614803,0.24006444868481636,4.5952765770160203e-14,0.9496468178783074,0.012031941343356466,0.010832077779395143,0.010315076279034321,0.0014329677847345508,14.839230727541244,0.14778122985661601,100.0,2010-07-27 18:58:26
1303,0.5958936298773932,0.783815472347441,319.62609726441315,0.23975265748102997,0.01610151391333122,0.9602781677986131,0.013118326410977332,0.00757783407915065,0.008291472856958195,0.0011132825472002488,13.36978873653721,0.12742152559664238,100.0,2010-07-27 18:59:01
1304,0.6822318719727956,0.893668806546492,293.56893273084194,0.2365942875311679,1.292146301826406e-13,0.9538666052547262,0.011532108728636869,0.010673265024149026,0.010055546203248127,0.0014929441971293688,13.499306375826306,0.14218401025232455,100.0,2010-07-27 18:59:36
1305,0.6803524109783857,0.8985690996246184,306.3050332824921,0.242849090556746,1.2393984368335793e-15,0.9498400734511423,0.011463422472921155,0.011775464138478053,0.011110967457862768,0.001537857836523081,14.76016659465073,0.1489303890967111,100.0,2010-07-27 19:00:11
1306,0.6971043966566058,0.9104725550819847,322.80619052517983,0.23434880846701173,0.16036291886770557,0.9567480663965713,0.01128474400153453,0.009835716551526204,0.009503160555814608,0.0012776188096168246,13.31871170644462,0.11217001814928441,100.0,2010-07-27 19:00:46
1307,0.7029181129007128,0.9428548194728,321.8002283814798,0.2544789522381065,2.227086639197808e-13,0.9550032582783873,0.010924888733623739,0.011562328315529578,0.011536332167514707,0.001516109853072933,14.576562441914723,0.13931469515745848,100.0,2010-07-27 19:01:21
1308,0.6882058789761201,0.9253621684864208,340.3582997431617,0.2562848337513172,0.09442683537933787,0.9582087497436395,0.011115104754023138,0.01046395172809861,0.010678891943416854,0.001340831571670124,14.180507888062843,0.11940643977539774,100.0,2010-07-27 19:01:56
1309,0.6632786480766969,0.8779263663972949,309.5717275349699,0.2444939878061047,7.25034678448184e-13,0.9603680562172852,0.011731048810178116,0.009125517924252076,0.0095519617622671,0.0013197772723725126,13.128469739453578,0.13057673583848578,100.0,2010-07-27 19:02:31
1310,0.6587933001746515,0.8833890854020797,316.47200789101646,0.25424333279508665,1.5313705372521496e-14,0.9549847642569425,0.01166656800000224,0.011289344010393134,0.010921051808966149,0.0014425249528706846,14.43269673258247,0.14031125694689617,100.0,2010-07-27 19:03:06
1311,0.6553310670919473,0.8564639437298227,305.9599345745989,0.23484103225870778,3.5375073524368535e-15,0.9348708638676223,0.01201452655503854,0.013813897353079526,0.01183975454104213,0.0016312562879118888,16.99860902148162,0.17137674345799694,100.0,2010-07-27 19:03:41
1312,0.6385233386795357,0.8314268075255334,308.619673079111,0.23201497365728563,2.1367515268831314e-14,0.9371532803930894,0.012368475040212368,0.012607986212918601,0.011039252432942966,0.0015182047685680419,16.750534748069942,0.16735876432016625,100.0,2010-07-27 19:04:16
1313,0.6302205800866,0.8172059361841655,310.88804439695076,0.22881057003901462,0.048050462075133214,0.9458816384411285,0.01257606485965429,0.010299982131098551,0.009515319938621439,0.0013350650029062907,15.07486870999124,0.14454650275284492,100.0,2010-07-27 19:04:51
