,flashlet_number,fyield,datetime,seq,seq_time,pfd,led_sequence
129,130,0.166897,2016-07-06 18:04:04,0.0,5831,0.000312,3
130,131,0.168015,2016-07-06 18:04:04,0.0,6065,0.000312,3
131,132,0.175871,2016-07-06 18:04:04,0.0,6303,0.000312,3
132,133,0.170415,2016-07-06 18:04:04,0.0,6545,0.000312,3
133,134,0.169651,2016-07-06 18:04:04,0.0,6790,0.000312,3
134,135,0.169297,2016-07-06 18:04:04,0.0,7039,0.000312,3
135,136,0.157416,2016-07-06 18:04:04,0.0,7291,0.000312,3
136,137,0.172165,2016-07-06 18:04:04,0.0,7548,0.000312,3
137,138,0.16639,2016-07-06 18:04:04,0.0,7808,0.000312,3
138,139,0.159246,2016-07-06 18:04:04,0.0,8072,0.000312,3
139,140,0.174964,2016-07-06 18:04:04,0.0,8340,0.000312,3
420,1,0.162416,2016-07-06 18:04:41,3.0,2,0.000312,3
421,2,0.170153,2016-07-06 18:04:41,3.0,4,0.000312,3
422,3,0.163374,2016-07-06 18:04:41,3.0,6,0.000312,3
423,4,0.16554000000000002,2016-07-06 18:04:41,3.0,8,0.000312,3
424,5,0.16126400000000002,2016-07-06 18:04:41,3.0,10,0.000312,3
425,6,0.155084,2016-07-06 18:04:41,3.0,12,0.000312,3
426,7,0.168465,2016-07-06 18:04:41,3.0,14,0.000312,3
427,8,0.16302,2016-07-06 18:04:41,3.0,16,0.000312,3
428,9,0.15655,2016-07-06 18:04:41,3.0,18,0.000312,3
429,10,0.163083,2016-07-06 18:04:41,3.0,20,0.000312,3
430,11,0.169018,2016-07-06 18:04:41,3.0,22,0.000312,3
431,12,0.171572,2016-07-06 18:04:41,3.0,24,0.000312,3
432,13,0.178488,2016-07-06 18:04:41,3.0,26,0.000312,3
433,14,0.16751300000000002,2016-07-06 18:04:41,3.0,28,0.000312,3
434,15,0.17176,2016-07-06 18:04:41,3.0,30,0.000312,3
435,16,0.173226,2016-07-06 18:04:41,3.0,32,0.000312,3
436,17,0.175683,2016-07-06 18:04:41,3.0,34,0.000312,3
437,18,0.178562,2016-07-06 18:04:41,3.0,36,0.000312,3
438,19,0.172433,2016-07-06 18:04:41,3.0,38,0.000312,3
439,20,0.180472,2016-07-06 18:04:41,3.0,40,0.000312,3
440,21,0.179919,2016-07-06 18:04:41,3.0,42,0.000312,3
441,22,0.17946800000000002,2016-07-06 18:04:41,3.0,44,0.000312,3
442,23,0.172923,2016-07-06 18:04:41,3.0,46,0.000312,3
443,24,0.181943,2016-07-06 18:04:41,3.0,48,0.000312,3
444,25,0.173927,2016-07-06 18:04:41,3.0,50,0.000312,3
445,26,0.176304,2016-07-06 18:04:41,3.0,52,0.000312,3
446,27,0.173739,2016-07-06 18:04:41,3.0,54,0.000312,3
447,28,0.17089400000000002,2016-07-06 18:04:41,3.0,56,0.000312,3
448,29,0.181732,2016-07-06 18:04:41,3.0,58,0.000312,3
449,30,0.177821,2016-07-06 18:04:41,3.0,60,0.000312,3
450,31,0.182496,2016-07-06 18:04:41,3.0,62,0.000312,3
451,32,0.18321400000000002,2016-07-06 18:04:41,3.0,64,0.000312,3
452,33,0.184942,2016-07-06 18:04:41,3.0,66,0.000312,3
453,34,0.174993,2016-07-06 18:04:41,3.0,68,0.000312,3
454,35,0.186777,2016-07-06 18:04:41,3.0,70,0.000312,3
455,36,0.18674300000000002,2016-07-06 18:04:41,3.0,72,0.000312,3
456,37,0.177616,2016-07-06 18:04:41,3.0,74,0.000312,3
457,38,0.17443399999999998,2016-07-06 18:04:41,3.0,76,0.000312,3
458,39,0.175894,2016-07-06 18:04:41,3.0,78,0.000312,3
459,40,0.181903,2016-07-06 18:04:41,3.0,80,0.000312,3
460,41,0.18398399999999998,2016-07-06 18:04:41,3.0,82,0.000312,3
461,42,0.18804300000000002,2016-07-06 18:04:41,3.0,84,0.000312,3
462,43,0.184696,2016-07-06 18:04:41,3.0,86,0.000312,3
463,44,0.17438299999999998,2016-07-06 18:04:41,3.0,88,0.000312,3
464,45,0.175683,2016-07-06 18:04:41,3.0,90,0.000312,3
465,46,0.180061,2016-07-06 18:04:41,3.0,92,0.000312,3
466,47,0.17766099999999999,2016-07-06 18:04:41,3.0,94,0.000312,3
467,48,0.18976500000000002,2016-07-06 18:04:41,3.0,96,0.000312,3
468,49,0.190135,2016-07-06 18:04:41,3.0,98,0.000312,3
469,50,0.171407,2016-07-06 18:04:41,3.0,100,0.000312,3
470,51,0.18733,2016-07-06 18:04:41,3.0,102,0.000312,3
471,52,0.189366,2016-07-06 18:04:41,3.0,104,0.000312,3
472,53,0.183545,2016-07-06 18:04:41,3.0,106,0.000312,3
473,54,0.188237,2016-07-06 18:04:41,3.0,108,0.000312,3
474,55,0.192473,2016-07-06 18:04:41,3.0,110,0.000312,3
475,56,0.180723,2016-07-06 18:04:41,3.0,112,0.000312,3
476,57,0.187621,2016-07-06 18:04:41,3.0,114,0.000312,3
477,58,0.18093900000000002,2016-07-06 18:04:41,3.0,116,0.000312,3
478,59,0.181515,2016-07-06 18:04:41,3.0,118,0.000312,3
479,60,0.194822,2016-07-06 18:04:41,3.0,120,0.000312,3
480,61,0.185244,2016-07-06 18:04:41,3.0,122,0.000312,3
481,62,0.192142,2016-07-06 18:04:41,3.0,124,0.000312,3
482,63,0.194018,2016-07-06 18:04:41,3.0,126,0.000312,3
483,64,0.190415,2016-07-06 18:04:41,3.0,128,0.000312,3
484,65,0.182524,2016-07-06 18:04:41,3.0,130,0.000312,3
485,66,0.191361,2016-07-06 18:04:41,3.0,132,0.000312,3
486,67,0.18883,2016-07-06 18:04:41,3.0,134,0.000312,3
487,68,0.18051199999999998,2016-07-06 18:04:41,3.0,136,0.000312,3
488,69,0.192382,2016-07-06 18:04:41,3.0,138,0.000312,3
489,70,0.17757,2016-07-06 18:04:41,3.0,140,0.000312,3
490,71,0.19198800000000002,2016-07-06 18:04:41,3.0,142,0.000312,3
491,72,0.188676,2016-07-06 18:04:41,3.0,144,0.000312,3
492,73,0.188682,2016-07-06 18:04:41,3.0,146,0.000312,3
493,74,0.187051,2016-07-06 18:04:41,3.0,148,0.000312,3
494,75,0.188117,2016-07-06 18:04:41,3.0,150,0.000312,3
495,76,0.184497,2016-07-06 18:04:41,3.0,152,0.000312,3
496,77,0.18672,2016-07-06 18:04:41,3.0,154,0.000312,3
497,78,0.188801,2016-07-06 18:04:41,3.0,156,0.000312,3
498,79,0.18482200000000001,2016-07-06 18:04:41,3.0,158,0.000312,3
499,80,0.178174,2016-07-06 18:04:41,3.0,160,0.000312,3
500,81,0.183174,2016-07-06 18:04:41,3.0,162,0.000312,3
501,82,0.187279,2016-07-06 18:04:41,3.0,164,0.000312,3
502,83,0.18271199999999999,2016-07-06 18:04:41,3.0,166,0.000312,3
503,84,0.20111600000000002,2016-07-06 18:04:41,3.0,168,0.000312,3
504,85,0.178699,2016-07-06 18:04:41,3.0,170,0.000312,3
505,86,0.19433699999999998,2016-07-06 18:04:41,3.0,172,0.000312,3
506,87,0.191669,2016-07-06 18:04:41,3.0,174,0.000312,3
507,88,0.188476,2016-07-06 18:04:41,3.0,176,0.000312,3
508,89,0.18673199999999998,2016-07-06 18:04:41,3.0,178,0.000312,3
509,90,0.19223900000000002,2016-07-06 18:04:41,3.0,180,0.000312,3
510,91,0.193379,2016-07-06 18:04:41,3.0,182,0.000312,3
511,92,0.197193,2016-07-06 18:04:41,3.0,184,0.000312,3
512,93,0.183436,2016-07-06 18:04:41,3.0,186,0.000312,3
513,94,0.18980999999999998,2016-07-06 18:04:41,3.0,188,0.000312,3
514,95,0.191133,2016-07-06 18:04:41,3.0,190,0.000312,3
515,96,0.187085,2016-07-06 18:04:41,3.0,192,0.000312,3
516,97,0.196589,2016-07-06 18:04:41,3.0,194,0.000312,3
517,98,0.18971300000000002,2016-07-06 18:04:41,3.0,196,0.000312,3
518,99,0.19100799999999998,2016-07-06 18:04:41,3.0,198,0.000312,3
519,100,0.181988,2016-07-06 18:04:41,3.0,200,0.000312,3
520,101,0.183773,2016-07-06 18:04:41,3.0,350,0.000312,3
521,102,0.18104800000000001,2016-07-06 18:04:41,3.0,502,0.000312,3
522,103,0.179759,2016-07-06 18:04:41,3.0,657,0.000312,3
523,104,0.17773,2016-07-06 18:04:41,3.0,814,0.000312,3
524,105,0.17997,2016-07-06 18:04:41,3.0,973,0.000312,3
525,106,0.169925,2016-07-06 18:04:41,3.0,1134,0.000312,3
526,107,0.167827,2016-07-06 18:04:41,3.0,1298,0.000312,3
527,108,0.175529,2016-07-06 18:04:41,3.0,1465,0.000312,3
528,109,0.171971,2016-07-06 18:04:41,3.0,1634,0.000312,3
529,110,0.17639000000000002,2016-07-06 18:04:41,3.0,1805,0.000312,3
530,111,0.17436600000000002,2016-07-06 18:04:41,3.0,1979,0.000312,3
531,112,0.173585,2016-07-06 18:04:41,3.0,2156,0.000312,3
532,113,0.17143,2016-07-06 18:04:41,3.0,2336,0.000312,3
533,114,0.170153,2016-07-06 18:04:41,3.0,2518,0.000312,3
534,115,0.169964,2016-07-06 18:04:41,3.0,2702,0.000312,3
535,116,0.164645,2016-07-06 18:04:41,3.0,2890,0.000312,3
536,117,0.171755,2016-07-06 18:04:41,3.0,3080,0.000312,3
537,118,0.178055,2016-07-06 18:04:41,3.0,3273,0.000312,3
538,119,0.17513499999999999,2016-07-06 18:04:41,3.0,3470,0.000312,3
539,120,0.167576,2016-07-06 18:04:41,3.0,3669,0.000312,3
540,121,0.169377,2016-07-06 18:04:41,3.0,3871,0.000312,3
541,122,0.177325,2016-07-06 18:04:41,3.0,4076,0.000312,3
542,123,0.172211,2016-07-06 18:04:41,3.0,4284,0.000312,3
543,124,0.172673,2016-07-06 18:04:41,3.0,4495,0.000312,3
544,125,0.167923,2016-07-06 18:04:41,3.0,4709,0.000312,3
545,126,0.178471,2016-07-06 18:04:41,3.0,4927,0.000312,3
546,127,0.170803,2016-07-06 18:04:41,3.0,5148,0.000312,3
547,128,0.17130399999999998,2016-07-06 18:04:41,3.0,5372,0.000312,3
548,129,0.16961099999999998,2016-07-06 18:04:41,3.0,5600,0.000312,3
549,130,0.17372200000000002,2016-07-06 18:04:41,3.0,5831,0.000312,3
550,131,0.169605,2016-07-06 18:04:41,3.0,6065,0.000312,3
551,132,0.17153800000000002,2016-07-06 18:04:41,3.0,6303,0.000312,3
552,133,0.168516,2016-07-06 18:04:41,3.0,6545,0.000312,3
553,134,0.17389300000000002,2016-07-06 18:04:41,3.0,6790,0.000312,3
554,135,0.169719,2016-07-06 18:04:41,3.0,7039,0.000312,3
555,136,0.16735899999999998,2016-07-06 18:04:41,3.0,7291,0.000312,3
556,137,0.171008,2016-07-06 18:04:41,3.0,7548,0.000312,3
557,138,0.174959,2016-07-06 18:04:41,3.0,7808,0.000312,3
558,139,0.179474,2016-07-06 18:04:41,3.0,8072,0.000312,3
559,140,0.170757,2016-07-06 18:04:41,3.0,8340,0.000312,3
840,1,0.167165,2016-07-06 18:06:02,6.0,2,0.000352,3
841,2,0.165578,2016-07-06 18:06:02,6.0,4,0.000352,3
842,3,0.16058499999999998,2016-07-06 18:06:02,6.0,6,0.000352,3
843,4,0.172011,2016-07-06 18:06:02,6.0,8,0.000352,3
844,5,0.17231400000000002,2016-07-06 18:06:02,6.0,10,0.000352,3
845,6,0.167518,2016-07-06 18:06:02,6.0,12,0.000352,3
846,7,0.175306,2016-07-06 18:06:02,6.0,14,0.000352,3
847,8,0.171374,2016-07-06 18:06:02,6.0,16,0.000352,3
848,9,0.18284,2016-07-06 18:06:02,6.0,18,0.000352,3
849,10,0.16909000000000002,2016-07-06 18:06:02,6.0,20,0.000352,3
850,11,0.173582,2016-07-06 18:06:02,6.0,22,0.000352,3
851,12,0.177029,2016-07-06 18:06:02,6.0,24,0.000352,3
852,13,0.180106,2016-07-06 18:06:02,6.0,26,0.000352,3
853,14,0.17618,2016-07-06 18:06:02,6.0,28,0.000352,3
854,15,0.170737,2016-07-06 18:06:02,6.0,30,0.000352,3
855,16,0.18282,2016-07-06 18:06:02,6.0,32,0.000352,3
856,17,0.184038,2016-07-06 18:06:02,6.0,34,0.000352,3
857,18,0.183083,2016-07-06 18:06:02,6.0,36,0.000352,3
858,19,0.178873,2016-07-06 18:06:02,6.0,38,0.000352,3
859,20,0.189273,2016-07-06 18:06:02,6.0,40,0.000352,3
860,21,0.183775,2016-07-06 18:06:02,6.0,42,0.000352,3
861,22,0.186676,2016-07-06 18:06:02,6.0,44,0.000352,3
862,23,0.189834,2016-07-06 18:06:02,6.0,46,0.000352,3
863,24,0.185695,2016-07-06 18:06:02,6.0,48,0.000352,3
864,25,0.187833,2016-07-06 18:06:02,6.0,50,0.000352,3
865,26,0.19280999999999998,2016-07-06 18:06:02,6.0,52,0.000352,3
866,27,0.18804500000000002,2016-07-06 18:06:02,6.0,54,0.000352,3
867,28,0.192315,2016-07-06 18:06:02,6.0,56,0.000352,3
868,29,0.182153,2016-07-06 18:06:02,6.0,58,0.000352,3
869,30,0.182936,2016-07-06 18:06:02,6.0,60,0.000352,3
870,31,0.184922,2016-07-06 18:06:02,6.0,62,0.000352,3
871,32,0.19042,2016-07-06 18:06:02,6.0,64,0.000352,3
872,33,0.191977,2016-07-06 18:06:02,6.0,66,0.000352,3
873,34,0.193937,2016-07-06 18:06:02,6.0,68,0.000352,3
874,35,0.184589,2016-07-06 18:06:02,6.0,70,0.000352,3
875,36,0.189804,2016-07-06 18:06:02,6.0,72,0.000352,3
876,37,0.194114,2016-07-06 18:06:02,6.0,74,0.000352,3
877,38,0.190814,2016-07-06 18:06:02,6.0,76,0.000352,3
878,39,0.195408,2016-07-06 18:06:02,6.0,78,0.000352,3
879,40,0.188237,2016-07-06 18:06:02,6.0,80,0.000352,3
880,41,0.19434200000000001,2016-07-06 18:06:02,6.0,82,0.000352,3
881,42,0.196413,2016-07-06 18:06:02,6.0,84,0.000352,3
882,43,0.193063,2016-07-06 18:06:02,6.0,86,0.000352,3
883,44,0.192699,2016-07-06 18:06:02,6.0,88,0.000352,3
884,45,0.193998,2016-07-06 18:06:02,6.0,90,0.000352,3
885,46,0.193498,2016-07-06 18:06:02,6.0,92,0.000352,3
886,47,0.190056,2016-07-06 18:06:02,6.0,94,0.000352,3
887,48,0.189874,2016-07-06 18:06:02,6.0,96,0.000352,3
888,49,0.195115,2016-07-06 18:06:02,6.0,98,0.000352,3
889,50,0.196701,2016-07-06 18:06:02,6.0,100,0.000352,3
890,51,0.196737,2016-07-06 18:06:02,6.0,102,0.000352,3
891,52,0.192841,2016-07-06 18:06:02,6.0,104,0.000352,3
892,53,0.192057,2016-07-06 18:06:02,6.0,106,0.000352,3
893,54,0.20486300000000002,2016-07-06 18:06:02,6.0,108,0.000352,3
894,55,0.188712,2016-07-06 18:06:02,6.0,110,0.000352,3
895,56,0.206323,2016-07-06 18:06:02,6.0,112,0.000352,3
896,57,0.189121,2016-07-06 18:06:02,6.0,114,0.000352,3
897,58,0.198121,2016-07-06 18:06:02,6.0,116,0.000352,3
898,59,0.192138,2016-07-06 18:06:02,6.0,118,0.000352,3
899,60,0.194518,2016-07-06 18:06:02,6.0,120,0.000352,3
900,61,0.201694,2016-07-06 18:06:02,6.0,122,0.000352,3
901,62,0.18909600000000001,2016-07-06 18:06:02,6.0,124,0.000352,3
902,63,0.182224,2016-07-06 18:06:02,6.0,126,0.000352,3
903,64,0.188308,2016-07-06 18:06:02,6.0,128,0.000352,3
904,65,0.194923,2016-07-06 18:06:02,6.0,130,0.000352,3
905,66,0.193306,2016-07-06 18:06:02,6.0,132,0.000352,3
906,67,0.19123900000000002,2016-07-06 18:06:02,6.0,134,0.000352,3
907,68,0.192088,2016-07-06 18:06:02,6.0,136,0.000352,3
908,69,0.195827,2016-07-06 18:06:02,6.0,138,0.000352,3
909,70,0.18706,2016-07-06 18:06:02,6.0,140,0.000352,3
910,71,0.19513,2016-07-06 18:06:02,6.0,142,0.000352,3
911,72,0.195332,2016-07-06 18:06:02,6.0,144,0.000352,3
912,73,0.19009700000000002,2016-07-06 18:06:02,6.0,146,0.000352,3
913,74,0.198025,2016-07-06 18:06:02,6.0,148,0.000352,3
914,75,0.194367,2016-07-06 18:06:02,6.0,150,0.000352,3
915,76,0.201654,2016-07-06 18:06:02,6.0,152,0.000352,3
916,77,0.199001,2016-07-06 18:06:02,6.0,154,0.000352,3
917,78,0.206646,2016-07-06 18:06:02,6.0,156,0.000352,3
918,79,0.197995,2016-07-06 18:06:02,6.0,158,0.000352,3
919,80,0.206763,2016-07-06 18:06:02,6.0,160,0.000352,3
920,81,0.193846,2016-07-06 18:06:02,6.0,162,0.000352,3
921,82,0.188722,2016-07-06 18:06:02,6.0,164,0.000352,3
922,83,0.197641,2016-07-06 18:06:02,6.0,166,0.000352,3
923,84,0.193134,2016-07-06 18:06:02,6.0,168,0.000352,3
924,85,0.19886900000000002,2016-07-06 18:06:02,6.0,170,0.000352,3
925,86,0.193725,2016-07-06 18:06:02,6.0,172,0.000352,3
926,87,0.195979,2016-07-06 18:06:02,6.0,174,0.000352,3
927,88,0.197429,2016-07-06 18:06:02,6.0,176,0.000352,3
928,89,0.191011,2016-07-06 18:06:02,6.0,178,0.000352,3
929,90,0.201507,2016-07-06 18:06:02,6.0,180,0.000352,3
930,91,0.202467,2016-07-06 18:06:02,6.0,182,0.000352,3
931,92,0.19563,2016-07-06 18:06:02,6.0,184,0.000352,3
932,93,0.204337,2016-07-06 18:06:02,6.0,186,0.000352,3
933,94,0.20619200000000001,2016-07-06 18:06:02,6.0,188,0.000352,3
934,95,0.195519,2016-07-06 18:06:02,6.0,190,0.000352,3
935,96,0.19080899999999998,2016-07-06 18:06:02,6.0,192,0.000352,3
936,97,0.18754500000000002,2016-07-06 18:06:02,6.0,194,0.000352,3
937,98,0.202296,2016-07-06 18:06:02,6.0,196,0.000352,3
938,99,0.19936500000000001,2016-07-06 18:06:02,6.0,198,0.000352,3
939,100,0.197854,2016-07-06 18:06:02,6.0,200,0.000352,3
940,101,0.192093,2016-07-06 18:06:02,6.0,350,0.000352,3
941,102,0.190592,2016-07-06 18:06:02,6.0,502,0.000352,3
942,103,0.17893399999999998,2016-07-06 18:06:02,6.0,657,0.000352,3
943,104,0.175609,2016-07-06 18:06:02,6.0,814,0.000352,3
944,105,0.184851,2016-07-06 18:06:02,6.0,973,0.000352,3
945,106,0.183305,2016-07-06 18:06:02,6.0,1134,0.000352,3
946,107,0.178039,2016-07-06 18:06:02,6.0,1298,0.000352,3
947,108,0.172835,2016-07-06 18:06:02,6.0,1465,0.000352,3
