,flashlet_number,fyield,datetime,seq,seq_time,pfd
324,5.0,395.8,2017-01-13 22:30:09,2,5,0.00028443295999999995
325,6.0,377.8,2017-01-13 22:30:09,2,6,0.00028443295999999995
326,7.0,394.3,2017-01-13 22:30:09,2,7,0.00028443295999999995
327,8.0,380.5,2017-01-13 22:30:09,2,8,0.00028443295999999995
328,9.0,384.7,2017-01-13 22:30:09,2,9,0.00028443295999999995
329,10.0,397.9,2017-01-13 22:30:09,2,10,0.00028443295999999995
330,11.0,377.1,2017-01-13 22:30:09,2,11,0.00028443295999999995
331,12.0,366.3,2017-01-13 22:30:09,2,12,0.00028443295999999995
332,13.0,392.1,2017-01-13 22:30:09,2,13,0.00028443295999999995
333,14.0,371.8,2017-01-13 22:30:09,2,14,0.00028443295999999995
334,15.0,378.4,2017-01-13 22:30:09,2,15,0.00028443295999999995
335,16.0,389.5,2017-01-13 22:30:09,2,16,0.00028443295999999995
336,17.0,412.5,2017-01-13 22:30:09,2,17,0.00028443295999999995
337,18.0,386.5,2017-01-13 22:30:09,2,18,0.00028443295999999995
338,19.0,386.8,2017-01-13 22:30:09,2,19,0.00028443295999999995
339,20.0,370.7,2017-01-13 22:30:09,2,20,0.00028443295999999995
340,21.0,396.6,2017-01-13 22:30:09,2,21,0.00028443295999999995
341,22.0,403.0,2017-01-13 22:30:09,2,22,0.00028443295999999995
342,23.0,393.6,2017-01-13 22:30:09,2,23,0.00028443295999999995
343,24.0,405.6,2017-01-13 22:30:09,2,24,0.00028443295999999995
344,25.0,356.8,2017-01-13 22:30:09,2,25,0.00028443295999999995
345,26.0,370.4,2017-01-13 22:30:09,2,26,0.00028443295999999995
346,27.0,381.1,2017-01-13 22:30:09,2,27,0.00028443295999999995
347,28.0,377.0,2017-01-13 22:30:09,2,28,0.00028443295999999995
348,29.0,374.6,2017-01-13 22:30:09,2,29,0.00028443295999999995
349,30.0,400.6,2017-01-13 22:30:09,2,30,0.00028443295999999995
350,31.0,364.4,2017-01-13 22:30:09,2,31,0.00028443295999999995
351,32.0,410.5,2017-01-13 22:30:09,2,32,0.00028443295999999995
352,33.0,410.9,2017-01-13 22:30:09,2,33,0.00028443295999999995
353,34.0,411.3,2017-01-13 22:30:09,2,34,0.00028443295999999995
354,35.0,402.5,2017-01-13 22:30:09,2,35,0.00028443295999999995
355,36.0,389.6,2017-01-13 22:30:09,2,36,0.00028443295999999995
356,37.0,392.3,2017-01-13 22:30:09,2,37,0.00028443295999999995
357,38.0,373.2,2017-01-13 22:30:09,2,38,0.00028443295999999995
358,39.0,379.7,2017-01-13 22:30:09,2,39,0.00028443295999999995
359,40.0,387.8,2017-01-13 22:30:09,2,40,0.00028443295999999995
360,41.0,389.1,2017-01-13 22:30:09,2,41,0.00028443295999999995
361,42.0,359.4,2017-01-13 22:30:09,2,42,0.00028443295999999995
362,43.0,373.4,2017-01-13 22:30:09,2,43,0.00028443295999999995
363,44.0,367.0,2017-01-13 22:30:09,2,44,0.00028443295999999995
364,45.0,398.9,2017-01-13 22:30:09,2,45,0.00028443295999999995
365,46.0,392.2,2017-01-13 22:30:09,2,46,0.00028443295999999995
366,47.0,384.9,2017-01-13 22:30:09,2,47,0.00028443295999999995
367,48.0,355.6,2017-01-13 22:30:09,2,48,0.00028443295999999995
368,49.0,399.8,2017-01-13 22:30:09,2,49,0.00028443295999999995
369,50.0,404.2,2017-01-13 22:30:09,2,50,0.00028443295999999995
